nama_mobil,brand,tahun_rilis,jarak_tempuh(km),location,transmisi,plate_type,rear_camera,sun_roof,auto_retract_mirror,electric_parking_brake,map_navigator,vehicle_stability_control,keyless_push_start,sports_mode,360_camera_view,power_sliding_door,auto_cruise_control,harga_(Rp),cicilan_(Rp/month),combined_info
ERTIGA GX 1.5,Suzuki,2019,78.531,Bogor,Automatic,Plat genap,Ada atau memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,183000000,3730000,"Nama mobil: ERTIGA GX 1.5, Brand mobil: Suzuki, Tahun perilisan mobil: 2019, Jarak yang telah ditempuh (km): 78.531, Lokasi penjual: Bogor, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Ada atau memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 183000000, Cicilan per bulan: 3730000"
KIJANG INNOVA REBORN G 2.0,Toyota,2017,89.457,Jakarta Timur,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,251000000,5110000,"Nama mobil: KIJANG INNOVA REBORN G 2.0, Brand mobil: Toyota, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 89.457, Lokasi penjual: Jakarta Timur, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 251000000, Cicilan per bulan: 5110000"
SIENTA V 1.5,Toyota,2017,111.609,Tangerang Selatan,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,174000000,3550000,"Nama mobil: SIENTA V 1.5, Brand mobil: Toyota, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 111.609, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Ada atau memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 174000000, Cicilan per bulan: 3550000"
BRIO RS 1.2,Honda,2020,50.261,Bogor,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,185000000,3770000,"Nama mobil: BRIO RS 1.2, Brand mobil: Honda, Tahun perilisan mobil: 2020, Jarak yang telah ditempuh (km): 50.261, Lokasi penjual: Bogor, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Ada atau memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 185000000, Cicilan per bulan: 3770000"
BRIO SATYA E 1.2,Honda,2020,43.337,Jakarta Pusat,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,162000000,3300000,"Nama mobil: BRIO SATYA E 1.2, Brand mobil: Honda, Tahun perilisan mobil: 2020, Jarak yang telah ditempuh (km): 43.337, Lokasi penjual: Jakarta Pusat, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Tidak ada atau tidak memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Ada atau memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 162000000, Cicilan per bulan: 3300000"
BR-V PRESTIGE 1.5,Honda,2019,41.412,Jakarta Selatan,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,210000000,4280000,"Nama mobil: BR-V PRESTIGE 1.5, Brand mobil: Honda, Tahun perilisan mobil: 2019, Jarak yang telah ditempuh (km): 41.412, Lokasi penjual: Jakarta Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Ada atau memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 210000000, Cicilan per bulan: 4280000"
CITY RS HATCHBACK 1.5,Honda,2021,30.492,Tangerang Selatan,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,270000000,5500000,"Nama mobil: CITY RS HATCHBACK 1.5, Brand mobil: Honda, Tahun perilisan mobil: 2021, Jarak yang telah ditempuh (km): 30.492, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Ada atau memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 270000000, Cicilan per bulan: 5500000"
HR-V E PLUS 1.5,Honda,2020,42.85,Jakarta Barat,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,282000000,5750000,"Nama mobil: HR-V E PLUS 1.5, Brand mobil: Honda, Tahun perilisan mobil: 2020, Jarak yang telah ditempuh (km): 42.85, Lokasi penjual: Jakarta Barat, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Ada atau memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 282000000, Cicilan per bulan: 5750000"
IGNIS GX 1.2,Suzuki,2017,88.669,Bogor,Manual,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,120000000,2440000,"Nama mobil: IGNIS GX 1.2, Brand mobil: Suzuki, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 88.669, Lokasi penjual: Bogor, Jenis transmisi: Manual, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Ada atau memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 120000000, Cicilan per bulan: 2440000"
X-TRAIL 2.5,Nissan,2016,110.956,Bogor,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,210000000,4280000,"Nama mobil: X-TRAIL 2.5, Brand mobil: Nissan, Tahun perilisan mobil: 2016, Jarak yang telah ditempuh (km): 110.956, Lokasi penjual: Bogor, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 210000000, Cicilan per bulan: 4280000"
ERTIGA DREZA GS 1.4,Suzuki,2016,95.539,Bogor,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,158000000,3220000,"Nama mobil: ERTIGA DREZA GS 1.4, Brand mobil: Suzuki, Tahun perilisan mobil: 2016, Jarak yang telah ditempuh (km): 95.539, Lokasi penjual: Bogor, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 158000000, Cicilan per bulan: 3220000"
BIANTE SKYACTIV 2.0,Mazda,2017,48.097,Tangerang Selatan,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,223000000,4540000,"Nama mobil: BIANTE SKYACTIV 2.0, Brand mobil: Mazda, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 48.097, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Ada atau memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 223000000, Cicilan per bulan: 4540000"
GRAND LIVINA SV 1.5,Nissan,2015,104.054,Bogor,Manual,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,116000000,2360000,"Nama mobil: GRAND LIVINA SV 1.5, Brand mobil: Nissan, Tahun perilisan mobil: 2015, Jarak yang telah ditempuh (km): 104.054, Lokasi penjual: Bogor, Jenis transmisi: Manual, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Tidak ada atau tidak memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 116000000, Cicilan per bulan: 2360000"
CX-3 TOURING 2.0,Mazda,2018,73.975,Tangerang Selatan,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,278000000,5660000,"Nama mobil: CX-3 TOURING 2.0, Brand mobil: Mazda, Tahun perilisan mobil: 2018, Jarak yang telah ditempuh (km): 73.975, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 278000000, Cicilan per bulan: 5660000"
XPANDER ULTIMATE 1.5,Mitsubishi,2018,60.96,Bogor,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,214000000,4360000,"Nama mobil: XPANDER ULTIMATE 1.5, Brand mobil: Mitsubishi, Tahun perilisan mobil: 2018, Jarak yang telah ditempuh (km): 60.96, Lokasi penjual: Bogor, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Ada atau memiliki, Harga mobil (Rp): 214000000, Cicilan per bulan: 4360000"
MARCH 1.2,Nissan,2017,57.201,Bandung,Automatic,Plat genap,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,121000000,2470000,"Nama mobil: MARCH 1.2, Brand mobil: Nissan, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 57.201, Lokasi penjual: Bandung, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Ada atau memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Tidak ada atau tidak memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 121000000, Cicilan per bulan: 2470000"
XENIA R 1.3,Daihatsu,2017,109.214,Jakarta Utara,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,138000000,2810000,"Nama mobil: XENIA R 1.3, Brand mobil: Daihatsu, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 109.214, Lokasi penjual: Jakarta Utara, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Tidak ada atau tidak memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 138000000, Cicilan per bulan: 2810000"
XPANDER SPORT 1.5,Mitsubishi,2017,58.277,Bekasi,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,197000000,4010000,"Nama mobil: XPANDER SPORT 1.5, Brand mobil: Mitsubishi, Tahun perilisan mobil: 2017, Jarak yang telah ditempuh (km): 58.277, Lokasi penjual: Bekasi, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Ada atau memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 197000000, Cicilan per bulan: 4010000"
ERTIGA GX 1.5,Suzuki,2020,35.385,Bekasi,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,197000000,4010000,"Nama mobil: ERTIGA GX 1.5, Brand mobil: Suzuki, Tahun perilisan mobil: 2020, Jarak yang telah ditempuh (km): 35.385, Lokasi penjual: Bekasi, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Ada atau memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 197000000, Cicilan per bulan: 4010000"
XENIA R SPORTY 1.3,Daihatsu,2018,70.926,Tangerang Selatan,Automatic,Plat ganjil,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,156000000,3180000,"Nama mobil: XENIA R SPORTY 1.3, Brand mobil: Daihatsu, Tahun perilisan mobil: 2018, Jarak yang telah ditempuh (km): 70.926, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Ada atau memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Tidak ada atau tidak memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Ada atau memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 156000000, Cicilan per bulan: 3180000"
AVANZA G 1.3,Toyota,2019,78.434,Tangerang Selatan,Automatic,Plat ganjil,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,179000000,3650000,"Nama mobil: AVANZA G 1.3, Brand mobil: Toyota, Tahun perilisan mobil: 2019, Jarak yang telah ditempuh (km): 78.434, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat ganjil, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Ada atau memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Tidak ada atau tidak memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 179000000, Cicilan per bulan: 3650000"
BRIO SATYA E 1.2,Honda,2019,79.325,Tangerang Selatan,Automatic,Plat genap,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Ada atau memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,Tidak ada atau tidak memiliki,156000000,3180000,"Nama mobil: BRIO SATYA E 1.2, Brand mobil: Honda, Tahun perilisan mobil: 2019, Jarak yang telah ditempuh (km): 79.325, Lokasi penjual: Tangerang Selatan, Jenis transmisi: Automatic, Tipe plat nomor: Plat genap, Rear camera: Tidak ada atau tidak memiliki, Sun roof: Tidak ada atau tidak memiliki, Spion otomatis: Tidak ada atau tidak memiliki, Electric parking brake: Tidak ada atau tidak memiliki, Map navigator: Tidak ada atau tidak memiliki, Stability control: Tidak ada atau tidak memiliki, Push start: Tidak ada atau tidak memiliki, Sport mode: Ada atau memiliki, Kamera 360 derajat: Tidak ada atau tidak memiliki, Sliding door: Tidak ada atau tidak memiliki, Cruise control: Tidak ada atau tidak memiliki, Harga mobil (Rp): 156000000, Cicilan per bulan: 3180000"
